agent,task,condition,n_reps,success_rate,dominant_status,records_median,records_ci_lo,records_ci_hi,unique_hosts_median,unique_hosts_ci_lo,unique_hosts_ci_hi,third_party_hosts_median,third_party_hosts_ci_lo,third_party_hosts_ci_hi,rq3_blocks_search_median,rq3_blocks_search_ci_lo,rq3_blocks_search_ci_hi,rq3_blocks_offdomain_median,rq3_blocks_offdomain_ci_lo,rq3_blocks_offdomain_ci_hi,rq3_blocks_cmp_median,rq3_blocks_cmp_ci_lo,rq3_blocks_cmp_ci_hi,duration_seconds_median,duration_seconds_ci_lo,duration_seconds_ci_hi
fara-7b,Google_Search--28,C5,1,1.0,success,1310,1310,1310,244,244,244,240,240,240,0,0,0,0,0,0,0,0,0,48.9,48.9,48.9
fara-7b,Google_Search--28,C7,1,1.0,success,98,98,98,7,7,7,4,4,4,0,0,0,5,5,5,0,0,0,51.9,51.9,51.9
fara-7b,Google_Search--28,C8,1,0.0,hit_max_rounds,175,175,175,5,5,5,2,2,2,3,3,3,0,0,0,0,0,0,53.4,53.4,53.4
fara-7b,Google_Search--29,C0,1,1.0,success,239,239,239,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,22.7,22.7,22.7
fara-7b,Google_Search--29,C2,1,0.0,hit_max_rounds,75,75,75,6,6,6,3,3,3,0,0,0,8,8,8,0,0,0,49.7,49.7,49.7
fara-7b,Google_Search--29,C5,1,0.0,hit_max_rounds,334,334,334,15,15,15,12,12,12,0,0,0,0,0,0,0,0,0,56.1,56.1,56.1
fara-7b,Google_Search--29,C7,1,1.0,success,66,66,66,6,6,6,3,3,3,0,0,0,3,3,3,0,0,0,26.4,26.4,26.4
fara-7b,Google_Search--29,C8,1,1.0,success,58,58,58,5,5,5,2,2,2,0,0,0,0,0,0,0,0,0,17.1,17.1,17.1
fara-7b,Google_Search--3,C0,1,1.0,success,439,439,439,28,28,28,25,25,25,0,0,0,0,0,0,0,0,0,40.9,40.9,40.9
fara-7b,Google_Search--3,C2,1,0.0,hit_max_rounds,95,95,95,7,7,7,4,4,4,0,0,0,5,5,5,0,0,0,52.0,52.0,52.0
fara-7b,Google_Search--3,C5,1,0.0,hit_max_rounds,445,445,445,25,25,25,22,22,22,0,0,0,0,0,0,0,0,0,65.1,65.1,65.1
fara-7b,Google_Search--3,C7,1,0.0,hit_max_rounds,96,96,96,6,6,6,3,3,3,0,0,0,3,3,3,0,0,0,54.5,54.5,54.5
fara-7b,Google_Search--3,C8,1,0.0,hit_max_rounds,128,128,128,5,5,5,2,2,2,2,2,2,0,0,0,0,0,0,51.6,51.6,51.6
fara-7b,Google_Search--30,C0,1,1.0,success,221,221,221,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,24.6,24.6,24.6
fara-7b,Google_Search--30,C2,1,0.0,hit_max_rounds,71,71,71,6,6,6,3,3,3,0,0,0,7,7,7,0,0,0,49.6,49.6,49.6
fara-7b,Google_Search--30,C5,1,1.0,success,222,222,222,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,24.5,24.5,24.5
fara-7b,Google_Search--30,C7,1,0.0,hit_max_rounds,75,75,75,6,6,6,3,3,3,0,0,0,8,8,8,0,0,0,50.6,50.6,50.6
fara-7b,Google_Search--30,C8,1,0.0,hit_max_rounds,59,59,59,5,5,5,2,2,2,0,0,0,0,0,0,0,0,0,30.7,30.7,30.7
fara-7b,Google_Search--31,C0,1,1.0,success,258,258,258,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,22.5,22.5,22.5
fara-7b,Google_Search--31,C2,1,0.0,hit_max_rounds,76,76,76,6,6,6,3,3,3,0,0,0,8,8,8,0,0,0,49.4,49.4,49.4
fara-7b,Google_Search--31,C5,1,1.0,success,266,266,266,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,22.2,22.2,22.2
fara-7b,Google_Search--31,C7,1,1.0,success,68,68,68,6,6,6,3,3,3,0,0,0,4,4,4,0,0,0,32.1,32.1,32.1
fara-7b,Google_Search--31,C8,1,0.0,hit_max_rounds,56,56,56,5,5,5,2,2,2,0,0,0,0,0,0,0,0,0,26.9,26.9,26.9
fara-7b,Google_Search--32,C0,1,1.0,success,252,252,252,13,13,13,10,10,10,0,0,0,0,0,0,0,0,0,26.1,26.1,26.1
fara-7b,Google_Search--32,C2,1,1.0,success,87,87,87,7,7,7,4,4,4,0,0,0,1,1,1,0,0,0,24.4,24.4,24.4
fara-7b,Google_Search--32,C5,1,1.0,success,253,253,253,13,13,13,10,10,10,0,0,0,0,0,0,0,0,0,26.1,26.1,26.1
fara-7b,Google_Search--32,C7,1,1.0,success,92,92,92,7,7,7,4,4,4,0,0,0,1,1,1,0,0,0,25.2,25.2,25.2
fara-7b,Google_Search--32,C8,1,0.0,hit_max_rounds,176,176,176,5,5,5,2,2,2,3,3,3,0,0,0,0,0,0,53.5,53.5,53.5
fara-7b,Google_Search--33,C0,1,0.0,hit_max_rounds,698,698,698,32,32,32,27,27,27,0,0,0,0,0,0,0,0,0,62.8,62.8,62.8
fara-7b,Google_Search--33,C2,1,0.0,hit_max_rounds,88,88,88,7,7,7,4,4,4,0,0,0,1,1,1,0,0,0,51.6,51.6,51.6
fara-7b,Google_Search--33,C5,1,0.0,agent_error,537,537,537,18,18,18,15,15,15,0,0,0,0,0,0,0,0,0,62.3,62.3,62.3
fara-7b,Google_Search--33,C7,1,0.0,hit_max_rounds,64,64,64,6,6,6,3,3,3,0,0,0,2,2,2,0,0,0,47.9,47.9,47.9
fara-7b,Google_Search--33,C8,1,0.0,hit_max_rounds,56,56,56,5,5,5,2,2,2,0,0,0,0,0,0,0,0,0,47.7,47.7,47.7
fara-7b,Google_Search--34,C0,1,0.0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
fara-7b,Google_Search--34,C2,1,0.0,hit_max_rounds,73,73,73,6,6,6,3,3,3,0,0,0,8,8,8,0,0,0,48.4,48.4,48.4
fara-7b,Google_Search--34,C5,1,1.0,success,243,243,243,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,21.5,21.5,21.5
fara-7b,Google_Search--34,C7,1,0.0,hit_max_rounds,73,73,73,6,6,6,3,3,3,0,0,0,7,7,7,0,0,0,48.5,48.5,48.5
fara-7b,Google_Search--34,C8,1,0.0,hit_max_rounds,162,162,162,6,6,6,2,2,2,3,3,3,0,0,0,0,0,0,53.0,53.0,53.0
fara-7b,Google_Search--35,C0,1,0.0,hit_max_rounds,426,426,426,20,20,20,17,17,17,0,0,0,0,0,0,0,0,0,58.4,58.4,58.4
fara-7b,Google_Search--35,C2,1,0.0,agent_error,79,79,79,6,6,6,3,3,3,0,0,0,1,1,1,0,0,0,71.9,71.9,71.9
fara-7b,Google_Search--35,C5,1,0.0,hit_max_rounds,283,283,283,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,57.2,57.2,57.2
fara-7b,Google_Search--35,C7,1,0.0,hit_max_rounds,76,76,76,6,6,6,3,3,3,0,0,0,8,8,8,0,0,0,49.8,49.8,49.8
fara-7b,Google_Search--35,C8,1,0.0,hit_max_rounds,58,58,58,5,5,5,2,2,2,0,0,0,0,0,0,0,0,0,34.5,34.5,34.5
fara-7b,Google_Search--36,C0,1,1.0,success,362,362,362,25,25,25,21,21,21,0,0,0,0,0,0,0,0,0,33.2,33.2,33.2
fara-7b,Google_Search--36,C2,1,0.0,hit_max_rounds,67,67,67,6,6,6,3,3,3,0,0,0,5,5,5,0,0,0,48.1,48.1,48.1
fara-7b,Google_Search--36,C5,1,1.0,success,325,325,325,25,25,25,21,21,21,0,0,0,0,0,0,0,0,0,32.4,32.4,32.4
fara-7b,Google_Search--36,C7,1,0.0,hit_max_rounds,69,69,69,6,6,6,3,3,3,0,0,0,5,5,5,0,0,0,48.0,48.0,48.0
fara-7b,Google_Search--36,C8,1,0.0,hit_max_rounds,56,56,56,5,5,5,2,2,2,0,0,0,0,0,0,0,0,0,24.4,24.4,24.4
fara-7b,Google_Search--37,C0,1,1.0,success,258,258,258,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,32.9,32.9,32.9
fara-7b,Google_Search--37,C2,1,0.0,hit_max_rounds,126,126,126,6,6,6,3,3,3,0,0,0,4,4,4,0,0,0,50.0,50.0,50.0
fara-7b,Google_Search--37,C5,1,0.0,hit_max_rounds,338,338,338,14,14,14,11,11,11,0,0,0,0,0,0,0,0,0,61.1,61.1,61.1
fara-7b,Google_Search--37,C7,1,0.0,hit_max_rounds,72,72,72,6,6,6,3,3,3,0,0,0,6,6,6,0,0,0,49.3,49.3,49.3
fara-7b,Google_Search--37,C8,1,0.0,hit_max_rounds,125,125,125,5,5,5,2,2,2,2,2,2,0,0,0,0,0,0,51.3,51.3,51.3
fara-7b,Google_Search--38,C0,1,1.0,success,372,372,372,13,13,13,10,10,10,0,0,0,0,0,0,0,0,0,42.8,42.8,42.8
fara-7b,Google_Search--38,C2,1,0.0,hit_max_rounds,92,92,92,6,6,6,3,3,3,0,0,0,3,3,3,0,0,0,48.4,48.4,48.4
fara-7b,Google_Search--38,C5,1,0.0,hit_max_rounds,337,337,337,14,14,14,11,11,11,0,0,0,0,0,0,0,0,0,55.4,55.4,55.4
fara-7b,Google_Search--38,C7,1,0.0,hit_max_rounds,92,92,92,7,7,7,4,4,4,0,0,0,2,2,2,0,0,0,52.4,52.4,52.4
fara-7b,Google_Search--38,C8,1,0.0,hit_max_rounds,76,76,76,5,5,5,2,2,2,1,1,1,0,0,0,0,0,0,50.9,50.9,50.9
fara-7b,Google_Search--39,C0,1,1.0,success,247,247,247,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,22.9,22.9,22.9
fara-7b,Google_Search--39,C2,1,0.0,hit_max_rounds,71,71,71,6,6,6,3,3,3,0,0,0,7,7,7,0,0,0,49.2,49.2,49.2
fara-7b,Google_Search--39,C5,1,1.0,success,401,401,401,42,42,42,39,39,39,0,0,0,0,0,0,0,0,0,42.7,42.7,42.7
fara-7b,Google_Search--39,C7,1,0.0,hit_max_rounds,72,72,72,6,6,6,3,3,3,0,0,0,5,5,5,0,0,0,48.7,48.7,48.7
fara-7b,Google_Search--39,C8,1,0.0,hit_max_rounds,72,72,72,5,5,5,2,2,2,1,1,1,0,0,0,0,0,0,40.5,40.5,40.5
fara-7b,Google_Search--4,C0,1,0.0,hit_max_rounds,606,606,606,31,31,31,27,27,27,0,0,0,0,0,0,0,0,0,68.3,68.3,68.3
fara-7b,Google_Search--4,C2,1,0.0,hit_max_rounds,60,60,60,6,6,6,3,3,3,0,0,0,1,1,1,0,0,0,47.1,47.1,47.1
fara-7b,Google_Search--4,C5,1,0.0,hit_max_rounds,428,428,428,14,14,14,11,11,11,0,0,0,0,0,0,0,0,0,53.2,53.2,53.2
fara-7b,Google_Search--4,C7,1,0.0,hit_max_rounds,66,66,66,6,6,6,3,3,3,0,0,0,3,3,3,0,0,0,48.3,48.3,48.3
fara-7b,Google_Search--4,C8,1,0.0,hit_max_rounds,92,92,92,5,5,5,2,2,2,1,1,1,0,0,0,0,0,0,47.1,47.1,47.1
fara-7b,Google_Search--40,C0,1,1.0,success,297,297,297,13,13,13,10,10,10,0,0,0,0,0,0,0,0,0,26.8,26.8,26.8
fara-7b,Google_Search--40,C2,1,1.0,success,117,117,117,7,7,7,4,4,4,0,0,0,1,1,1,0,0,0,30.9,30.9,30.9
fara-7b,Google_Search--40,C5,1,1.0,success,285,285,285,13,13,13,10,10,10,0,0,0,0,0,0,0,0,0,26.2,26.2,26.2
fara-7b,Google_Search--40,C7,1,0.0,hit_max_rounds,103,103,103,7,7,7,4,4,4,0,0,0,6,6,6,0,0,0,54.1,54.1,54.1
fara-7b,Google_Search--40,C8,1,1.0,success,108,108,108,5,5,5,2,2,2,1,1,1,0,0,0,0,0,0,31.8,31.8,31.8
fara-7b,Google_Search--41,C0,1,1.0,success,254,254,254,13,13,13,10,10,10,0,0,0,0,0,0,0,0,0,27.1,27.1,27.1
fara-7b,Google_Search--41,C2,1,0.0,hit_max_rounds,102,102,102,7,7,7,4,4,4,0,0,0,7,7,7,0,0,0,52.2,52.2,52.2
fara-7b,Google_Search--41,C5,1,1.0,success,269,269,269,14,14,14,11,11,11,0,0,0,0,0,0,0,0,0,26.2,26.2,26.2
fara-7b,Google_Search--41,C7,1,0.0,hit_max_rounds,103,103,103,7,7,7,4,4,4,0,0,0,7,7,7,0,0,0,52.8,52.8,52.8
fara-7b,Google_Search--41,C8,1,0.0,hit_max_rounds,107,107,107,5,5,5,2,2,2,1,1,1,0,0,0,0,0,0,32.0,32.0,32.0
fara-7b,Google_Search--42,C0,1,1.0,success,726,726,726,150,150,150,147,147,147,0,0,0,0,0,0,0,0,0,36.9,36.9,36.9
fara-7b,Google_Search--42,C2,1,0.0,hit_max_rounds,101,101,101,7,7,7,4,4,4,0,0,0,4,4,4,0,0,0,55.9,55.9,55.9
fara-7b,Google_Search--42,C5,1,1.0,success,521,521,521,23,23,23,20,20,20,0,0,0,0,0,0,0,0,0,62.0,62.0,62.0
fara-7b,Google_Search--42,C7,1,0.0,hit_max_rounds,102,102,102,7,7,7,4,4,4,0,0,0,7,7,7,0,0,0,54.4,54.4,54.4
fara-7b,Google_Search--42,C8,1,0.0,hit_max_rounds,124,124,124,5,5,5,2,2,2,2,2,2,0,0,0,0,0,0,35.6,35.6,35.6
fara-7b,Google_Search--5,C0,1,1.0,success,299,299,299,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,24.8,24.8,24.8
fara-7b,Google_Search--5,C2,1,0.0,hit_max_rounds,102,102,102,6,6,6,3,3,3,0,0,0,7,7,7,0,0,0,48.4,48.4,48.4
fara-7b,Google_Search--5,C5,1,0.0,hit_max_rounds,521,521,521,31,31,31,28,28,28,0,0,0,0,0,0,0,0,0,49.2,49.2,49.2
fara-7b,Google_Search--5,C7,1,0.0,hit_max_rounds,65,65,65,6,6,6,3,3,3,0,0,0,4,4,4,0,0,0,47.9,47.9,47.9
fara-7b,Google_Search--5,C8,1,0.0,hit_max_rounds,58,58,58,5,5,5,2,2,2,0,0,0,0,0,0,0,0,0,26.8,26.8,26.8
fara-7b,Google_Search--6,C0,1,1.0,success,387,387,387,58,58,58,54,54,54,0,0,0,0,0,0,0,0,0,29.1,29.1,29.1
fara-7b,Google_Search--6,C2,1,0.0,hit_max_rounds,75,75,75,6,6,6,3,3,3,0,0,0,8,8,8,0,0,0,47.5,47.5,47.5
fara-7b,Google_Search--6,C5,1,1.0,success,378,378,378,58,58,58,54,54,54,0,0,0,0,0,0,0,0,0,27.4,27.4,27.4
fara-7b,Google_Search--6,C7,1,0.0,hit_max_rounds,103,103,103,6,6,6,3,3,3,0,0,0,4,4,4,0,0,0,50.6,50.6,50.6
fara-7b,Google_Search--6,C8,1,0.0,hit_max_rounds,126,126,126,5,5,5,2,2,2,2,2,2,0,0,0,0,0,0,37.2,37.2,37.2
fara-7b,Google_Search--7,C0,1,1.0,success,282,282,282,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,22.7,22.7,22.7
fara-7b,Google_Search--7,C2,1,0.0,hit_max_rounds,72,72,72,6,6,6,3,3,3,0,0,0,7,7,7,0,0,0,51.1,51.1,51.1
fara-7b,Google_Search--7,C5,1,1.0,success,256,256,256,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,22.6,22.6,22.6
fara-7b,Google_Search--7,C7,1,0.0,hit_max_rounds,73,73,73,6,6,6,3,3,3,0,0,0,7,7,7,0,0,0,51.4,51.4,51.4
fara-7b,Google_Search--7,C8,1,0.0,hit_max_rounds,109,109,109,5,5,5,2,2,2,1,1,1,0,0,0,0,0,0,32.9,32.9,32.9
fara-7b,Google_Search--8,C0,1,1.0,success,669,669,669,35,35,35,31,31,31,0,0,0,0,0,0,0,0,0,59.2,59.2,59.2
fara-7b,Google_Search--8,C2,1,0.0,hit_max_rounds,69,69,69,6,6,6,3,3,3,0,0,0,6,6,6,0,0,0,49.0,49.0,49.0
fara-7b,Google_Search--8,C5,1,0.0,hit_max_rounds,689,689,689,32,32,32,28,28,28,0,0,0,0,0,0,0,0,0,72.4,72.4,72.4
fara-7b,Google_Search--8,C7,1,0.0,agent_error,67,67,67,6,6,6,3,3,3,0,0,0,4,4,4,0,0,0,28.9,28.9,28.9
fara-7b,Google_Search--8,C8,1,0.0,hit_max_rounds,135,135,135,5,5,5,2,2,2,2,2,2,0,0,0,0,0,0,51.9,51.9,51.9
fara-7b,Google_Search--9,C0,1,0.0,hit_max_rounds,248,248,248,20,20,20,17,17,17,0,0,0,0,0,0,0,0,0,62.0,62.0,62.0
fara-7b,Google_Search--9,C2,1,0.0,hit_max_rounds,95,95,95,7,7,7,4,4,4,0,0,0,5,5,5,0,0,0,54.0,54.0,54.0
fara-7b,Google_Search--9,C5,1,0.0,hit_max_rounds,548,548,548,28,28,28,25,25,25,0,0,0,0,0,0,0,0,0,61.6,61.6,61.6
fara-7b,Google_Search--9,C7,1,1.0,success,89,89,89,7,7,7,4,4,4,0,0,0,2,2,2,0,0,0,37.0,37.0,37.0
fara-7b,Google_Search--9,C8,1,0.0,hit_max_rounds,76,76,76,5,5,5,2,2,2,1,1,1,0,0,0,0,0,0,50.6,50.6,50.6
fara-7b,Huggingface--0,C0,1,1.0,success,383,383,383,11,11,11,9,9,9,0,0,0,0,0,0,0,0,0,50.7,50.7,50.7
fara-7b,Huggingface--0,C2,1,0.0,agent_error,252,252,252,8,8,8,6,6,6,0,0,0,2,2,2,0,0,0,38.5,38.5,38.5
fara-7b,Huggingface--0,C5,1,1.0,success,382,382,382,11,11,11,9,9,9,0,0,0,0,0,0,0,0,0,43.1,43.1,43.1
fara-7b,Huggingface--0,C7,1,0.0,hit_max_rounds,228,228,228,8,8,8,6,6,6,0,0,0,2,2,2,0,0,0,55.5,55.5,55.5
fara-7b,Huggingface--0,C8,1,0.0,hit_max_rounds,229,229,229,8,8,8,6,6,6,0,0,0,2,2,2,0,0,0,55.1,55.1,55.1
fara-7b,Huggingface--1,C0,1,0.0,hit_max_rounds,181,181,181,12,12,12,10,10,10,0,0,0,0,0,0,0,0,0,55.1,55.1,55.1
fara-7b,Huggingface--1,C2,1,0.0,hit_max_rounds,212,212,212,9,9,9,7,7,7,0,0,0,3,3,3,0,0,0,60.1,60.1,60.1
fara-7b,Huggingface--1,C5,1,0.0,hit_max_rounds,191,191,191,13,13,13,11,11,11,0,0,0,0,0,0,0,0,0,55.0,55.0,55.0
fara-7b,Huggingface--1,C7,1,0.0,hit_max_rounds,215,215,215,9,9,9,7,7,7,0,0,0,4,4,4,0,0,0,58.1,58.1,58.1
fara-7b,Huggingface--1,C8,1,0.0,hit_max_rounds,168,168,168,9,9,9,7,7,7,0,0,0,3,3,3,0,0,0,55.3,55.3,55.3
fara-7b,Huggingface--10,C0,1,0.0,agent_error,438,438,438,17,17,17,15,15,15,0,0,0,0,0,0,0,0,0,55.4,55.4,55.4
fara-7b,Huggingface--10,C2,1,0.0,hit_max_rounds,208,208,208,8,8,8,6,6,6,0,0,0,3,3,3,0,0,0,60.9,60.9,60.9
fara-7b,Huggingface--10,C5,1,0.0,hit_max_rounds,303,303,303,16,16,16,14,14,14,0,0,0,0,0,0,0,0,0,57.5,57.5,57.5
fara-7b,Huggingface--10,C7,1,0.0,hit_max_rounds,209,209,209,8,8,8,6,6,6,0,0,0,5,5,5,0,0,0,58.0,58.0,58.0
fara-7b,Huggingface--10,C8,1,0.0,hit_max_rounds,222,222,222,7,7,7,5,5,5,0,0,0,3,3,3,0,0,0,60.9,60.9,60.9
fara-7b,Huggingface--11,C0,1,0.0,hit_max_rounds,233,233,233,11,11,11,9,9,9,0,0,0,0,0,0,0,0,0,57.4,57.4,57.4
fara-7b,Huggingface--11,C2,1,0.0,hit_max_rounds,109,109,109,8,8,8,6,6,6,0,0,0,7,7,7,0,0,0,50.9,50.9,50.9
fara-7b,Huggingface--11,C5,1,1.0,success,239,239,239,11,11,11,9,9,9,0,0,0,0,0,0,0,0,0,30.9,30.9,30.9
fara-7b,Huggingface--11,C7,1,0.0,hit_max_rounds,109,109,109,8,8,8,6,6,6,0,0,0,7,7,7,0,0,0,50.7,50.7,50.7
fara-7b,Huggingface--11,C8,1,1.0,success,221,221,221,8,8,8,6,6,6,0,0,0,2,2,2,0,0,0,24.5,24.5,24.5
fara-7b,Huggingface--12,C0,1,1.0,success,212,212,212,10,10,10,8,8,8,0,0,0,0,0,0,0,0,0,24.3,24.3,24.3
fara-7b,Huggingface--12,C2,1,1.0,success,205,205,205,7,7,7,5,5,5,0,0,0,2,2,2,0,0,0,24.4,24.4,24.4
fara-7b,Huggingface--12,C5,1,1.0,success,212,212,212,10,10,10,8,8,8,0,0,0,0,0,0,0,0,0,24.1,24.1,24.1
fara-7b,Huggingface--12,C7,1,1.0,success,202,202,202,7,7,7,5,5,5,0,0,0,2,2,2,0,0,0,24.4,24.4,24.4
fara-7b,Huggingface--12,C8,1,1.0,success,202,202,202,7,7,7,5,5,5,0,0,0,2,2,2,0,0,0,24.3,24.3,24.3
fara-7b,Huggingface--13,C0,1,0.0,hit_max_rounds,386,386,386,23,23,23,21,21,21,0,0,0,0,0,0,0,0,0,59.5,59.5,59.5
fara-7b,Huggingface--13,C2,1,0.0,hit_max_rounds,113,113,113,8,8,8,6,6,6,0,0,0,9,9,9,0,0,0,49.5,49.5,49.5
fara-7b,Huggingface--13,C5,1,0.0,hit_max_rounds,391,391,391,23,23,23,21,21,21,0,0,0,0,0,0,0,0,0,59.4,59.4,59.4
fara-7b,Huggingface--13,C7,1,0.0,hit_max_rounds,113,113,113,8,8,8,6,6,6,0,0,0,9,9,9,0,0,0,49.9,49.9,49.9
fara-7b,Huggingface--13,C8,1,0.0,hit_max_rounds,363,363,363,7,7,7,5,5,5,0,0,0,5,5,5,0,0,0,55.6,55.6,55.6
fara-7b,Huggingface--14,C0,1,1.0,success,129,129,129,10,10,10,8,8,8,0,0,0,0,0,0,0,0,0,23.8,23.8,23.8
fara-7b,Huggingface--14,C2,1,1.0,success,120,120,120,7,7,7,5,5,5,0,0,0,2,2,2,0,0,0,23.9,23.9,23.9
fara-7b,Huggingface--14,C5,1,1.0,success,128,128,128,10,10,10,8,8,8,0,0,0,0,0,0,0,0,0,22.9,22.9,22.9
fara-7b,Huggingface--14,C7,1,1.0,success,120,120,120,7,7,7,5,5,5,0,0,0,2,2,2,0,0,0,23.8,23.8,23.8
fara-7b,Huggingface--14,C8,1,1.0,success,120,120,120,7,7,7,5,5,5,0,0,0,2,2,2,0,0,0,23.6,23.6,23.6
fara-7b,Huggingface--15,C0,1,1.0,success,201,201,201,10,10,10,8,8,8,0,0,0,0,0,0,0,0,0,48.1,48.1,48.1
fara-7b,Huggingface--15,C2,1,0.0,hit_max_rounds,217,217,217,8,8,8,6,6,6,0,0,0,2,2,2,0,0,0,55.3,55.3,55.3
fara-7b,Huggingface--15,C5,1,0.0,hit_max_rounds,225,225,225,11,11,11,9,9,9,0,0,0,0,0,0,0,0,0,55.7,55.7,55.7
fara-7b,Huggingface--15,C7,1,0.0,hit_max_rounds,217,217,217,8,8,8,6,6,6,0,0,0,2,2,2,0,0,0,54.8,54.8,54.8
fara-7b,Huggingface--15,C8,1,0.0,hit_max_rounds,217,217,217,8,8,8,6,6,6,0,0,0,2,2,2,0,0,0,55.1,55.1,55.1
fara-7b,Huggingface--16,C0,1,0.0,hit_max_rounds,425,425,425,13,13,13,11,11,11,0,0,0,0,0,0,0,0,0,58.0,58.0,58.0
fara-7b,Huggingface--16,C2,1,1.0,success,411,411,411,8,8,8,6,6,6,0,0,0,3,3,3,0,0,0,50.8,50.8,50.8
fara-7b,Huggingface--16,C5,1,0.0,hit_max_rounds,418,418,418,12,12,12,10,10,10,0,0,0,0,0,0,0,0,0,57.4,57.4,57.4
fara-7b,Huggingface--16,C7,1,1.0,success,387,387,387,8,8,8,6,6,6,0,0,0,3,3,3,0,0,0,54.8,54.8,54.8
fara-7b,Huggingface--16,C8,1,1.0,success,375,375,375,8,8,8,6,6,6,0,0,0,3,3,3,0,0,0,37.3,37.3,37.3
fara-7b,Huggingface--17,C0,1,1.0,success,361,361,361,12,12,12,10,10,10,0,0,0,0,0,0,0,0,0,24.4,24.4,24.4
fara-7b,Huggingface--17,C2,1,1.0,success,388,388,388,8,8,8,6,6,6,0,0,0,3,3,3,0,0,0,43.5,43.5,43.5
fara-7b,Huggingface--17,C5,1,1.0,success,392,392,392,13,13,13,11,11,11,0,0,0,0,0,0,0,0,0,43.5,43.5,43.5
fara-7b,Huggingface--17,C7,1,1.0,success,406,406,406,9,9,9,7,7,7,0,0,0,3,3,3,0,0,0,43.0,43.0,43.0
fara-7b,Huggingface--17,C8,1,1.0,success,364,364,364,9,9,9,6,6,6,0,0,0,3,3,3,0,0,0,30.3,30.3,30.3
fara-7b,Huggingface--18,C0,1,0.0,hit_max_rounds,721,721,721,19,19,19,17,17,17,0,0,0,0,0,0,0,0,0,59.6,59.6,59.6
fara-7b,Huggingface--18,C2,1,0.0,hit_max_rounds,387,387,387,12,12,12,10,10,10,0,0,0,5,5,5,0,0,0,60.7,60.7,60.7
fara-7b,Huggingface--18,C5,1,0.0,hit_max_rounds,569,569,569,15,15,15,13,13,13,0,0,0,0,0,0,0,0,0,56.2,56.2,56.2
fara-7b,Huggingface--18,C7,1,0.0,hit_max_rounds,416,416,416,13,13,13,11,11,11,0,0,0,7,7,7,0,0,0,59.4,59.4,59.4
fara-7b,Huggingface--18,C8,1,0.0,hit_max_rounds,364,364,364,14,14,14,12,12,12,0,0,0,5,5,5,0,0,0,59.0,59.0,59.0
fara-7b,Huggingface--19,C0,1,1.0,success,383,383,383,11,11,11,9,9,9,0,0,0,0,0,0,0,0,0,50.3,50.3,50.3
fara-7b,Huggingface--19,C2,1,1.0,success,386,386,386,8,8,8,6,6,6,0,0,0,4,4,4,0,0,0,56.2,56.2,56.2
fara-7b,Huggingface--19,C5,1,0.0,hit_max_rounds,448,448,448,13,13,13,11,11,11,0,0,0,0,0,0,0,0,0,55.0,55.0,55.0
fara-7b,Huggingface--19,C7,1,0.0,hit_max_rounds,421,421,421,8,8,8,6,6,6,0,0,0,5,5,5,0,0,0,56.7,56.7,56.7
fara-7b,Huggingface--19,C8,1,0.0,hit_max_rounds,418,418,418,9,9,9,6,6,6,0,0,0,3,3,3,0,0,0,55.6,55.6,55.6
fara-7b,Huggingface--2,C0,1,0.0,hit_max_rounds,216,216,216,11,11,11,9,9,9,0,0,0,0,0,0,0,0,0,57.9,57.9,57.9
fara-7b,Huggingface--2,C2,1,0.0,hit_max_rounds,226,226,226,8,8,8,6,6,6,0,0,0,2,2,2,0,0,0,61.4,61.4,61.4
fara-7b,Huggingface--2,C5,1,0.0,hit_max_rounds,255,255,255,11,11,11,9,9,9,0,0,0,0,0,0,0,0,0,55.7,55.7,55.7
fara-7b,Huggingface--2,C7,1,0.0,hit_max_rounds,264,264,264,8,8,8,6,6,6,0,0,0,3,3,3,0,0,0,57.2,57.2,57.2
fara-7b,Huggingface--2,C8,1,0.0,hit_max_rounds,430,430,430,12,12,12,10,10,10,0,0,0,4,4,4,0,0,0,61.2,61.2,61.2
fara-7b,Huggingface--20,C0,1,0.0,hit_max_rounds,453,453,453,11,11,11,9,9,9,0,0,0,0,0,0,0,0,0,58.6,58.6,58.6
fara-7b,Huggingface--20,C2,1,0.0,hit_max_rounds,207,207,207,8,8,8,6,6,6,0,0,0,2,2,2,0,0,0,55.8,55.8,55.8
fara-7b,Huggingface--20,C5,1,0.0,hit_max_rounds,230,230,230,11,11,11,9,9,9,0,0,0,0,0,0,0,0,0,54.3,54.3,54.3
fara-7b,Huggingface--20,C7,1,1.0,success,230,230,230,8,8,8,6,6,6,0,0,0,2,2,2,0,0,0,23.8,23.8,23.8
