agent,task,condition,n_reps,success_rate,dominant_status,records_median,records_ci_lo,records_ci_hi,unique_hosts_median,unique_hosts_ci_lo,unique_hosts_ci_hi,third_party_hosts_median,third_party_hosts_ci_lo,third_party_hosts_ci_hi,rq3_blocks_search_median,rq3_blocks_search_ci_lo,rq3_blocks_search_ci_hi,rq3_blocks_offdomain_median,rq3_blocks_offdomain_ci_lo,rq3_blocks_offdomain_ci_hi,rq3_blocks_cmp_median,rq3_blocks_cmp_ci_lo,rq3_blocks_cmp_ci_hi,duration_seconds_median,duration_seconds_ci_lo,duration_seconds_ci_hi
browser-use,Allrecipes--37,C0,1,1.0,success,1009,1009,1009,132,132,132,129,129,129,0,0,0,0,0,0,0,0,0,41.7,41.7,41.7
browser-use,Allrecipes--37,C2,1,1.0,success,812,812,812,122,122,122,119,119,119,0,0,0,23,23,23,0,0,0,33.1,33.1,33.1
browser-use,Allrecipes--37,C5,1,1.0,success,189,189,189,10,10,10,9,9,9,0,0,0,0,0,0,0,0,0,28.3,28.3,28.3
browser-use,Allrecipes--37,C7,1,1.0,success,804,804,804,126,126,126,123,123,123,0,0,0,25,25,25,0,0,0,27.1,27.1,27.1
browser-use,Allrecipes--37,C8,1,1.0,success,744,744,744,119,119,119,116,116,116,0,0,0,24,24,24,0,0,0,28.9,28.9,28.9
browser-use,Allrecipes--38,C0,1,1.0,success,969,969,969,151,151,151,148,148,148,0,0,0,0,0,0,0,0,0,44.5,44.5,44.5
browser-use,Allrecipes--38,C2,1,1.0,success,801,801,801,117,117,117,114,114,114,0,0,0,26,26,26,0,0,0,30.9,30.9,30.9
browser-use,Allrecipes--38,C5,1,1.0,success,155,155,155,12,12,12,11,11,11,0,0,0,0,0,0,0,0,0,59.3,59.3,59.3
browser-use,Allrecipes--38,C7,1,1.0,success,711,711,711,117,117,117,114,114,114,0,0,0,23,23,23,0,0,0,22.1,22.1,22.1
browser-use,Allrecipes--38,C8,1,1.0,success,621,621,621,109,109,109,106,106,106,0,0,0,21,21,21,0,0,0,30.0,30.0,30.0
browser-use,Allrecipes--39,C0,1,1.0,success,1065,1065,1065,125,125,125,122,122,122,0,0,0,0,0,0,0,0,0,42.1,42.1,42.1
browser-use,Allrecipes--39,C2,1,1.0,success,1449,1449,1449,133,133,133,130,130,130,0,0,0,41,41,41,0,0,0,48.6,48.6,48.6
browser-use,Allrecipes--39,C5,1,1.0,success,175,175,175,12,12,12,11,11,11,0,0,0,0,0,0,0,0,0,54.3,54.3,54.3
browser-use,Allrecipes--39,C7,1,1.0,success,874,874,874,124,124,124,121,121,121,0,0,0,26,26,26,0,0,0,32.5,32.5,32.5
browser-use,Allrecipes--39,C8,1,1.0,success,855,855,855,121,121,121,118,118,118,0,0,0,23,23,23,0,0,0,43.2,43.2,43.2
browser-use,Allrecipes--4,C0,1,1.0,success,819,819,819,91,91,91,88,88,88,0,0,0,0,0,0,0,0,0,39.9,39.9,39.9
browser-use,Allrecipes--4,C2,1,1.0,success,97,97,97,12,12,12,11,11,11,0,0,0,5,5,5,0,0,0,79.0,79.0,79.0
browser-use,Allrecipes--4,C5,1,1.0,success,862,862,862,18,18,18,17,17,17,0,0,0,0,0,0,0,0,0,67.4,67.4,67.4
browser-use,Allrecipes--4,C7,1,1.0,success,145,145,145,15,15,15,14,14,14,0,0,0,4,4,4,0,0,0,26.1,26.1,26.1
browser-use,Allrecipes--4,C8,1,1.0,success,81,81,81,11,11,11,10,10,10,3,3,3,1,1,1,0,0,0,45.6,45.6,45.6
browser-use,Allrecipes--40,C0,1,1.0,success,478,478,478,104,104,104,101,101,101,0,0,0,0,0,0,0,0,0,42.3,42.3,42.3
browser-use,Allrecipes--40,C2,1,1.0,success,402,402,402,102,102,102,99,99,99,0,0,0,11,11,11,0,0,0,35.3,35.3,35.3
browser-use,Allrecipes--40,C5,1,1.0,success,966,966,966,17,17,17,16,16,16,0,0,0,0,0,0,0,0,0,63.2,63.2,63.2
browser-use,Allrecipes--40,C7,1,1.0,success,407,407,407,103,103,103,100,100,100,0,0,0,11,11,11,0,0,0,28.0,28.0,28.0
browser-use,Allrecipes--40,C8,1,1.0,success,567,567,567,107,107,107,104,104,104,0,0,0,18,18,18,0,0,0,29.0,29.0,29.0
browser-use,Allrecipes--41,C0,1,1.0,success,897,897,897,132,132,132,128,128,128,0,0,0,0,0,0,0,0,0,33.9,33.9,33.9
browser-use,Allrecipes--41,C2,1,1.0,success,33,33,33,10,10,10,9,9,9,0,0,0,3,3,3,0,0,0,25.4,25.4,25.4
browser-use,Allrecipes--41,C5,1,1.0,success,121,121,121,12,12,12,11,11,11,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0
browser-use,Allrecipes--41,C7,1,1.0,success,91,91,91,11,11,11,10,10,10,0,0,0,3,3,3,0,0,0,64.8,64.8,64.8
browser-use,Allrecipes--41,C8,1,1.0,success,454,454,454,100,100,100,97,97,97,0,0,0,12,12,12,0,0,0,40.5,40.5,40.5
browser-use,Allrecipes--42,C0,1,1.0,success,975,975,975,127,127,127,124,124,124,0,0,0,0,0,0,0,0,0,41.4,41.4,41.4
browser-use,Allrecipes--42,C2,1,1.0,success,947,947,947,131,131,131,128,128,128,0,0,0,32,32,32,0,0,0,33.9,33.9,33.9
browser-use,Allrecipes--42,C5,1,1.0,success,443,443,443,14,14,14,13,13,13,0,0,0,0,0,0,0,0,0,36.8,36.8,36.8
browser-use,Allrecipes--42,C7,1,1.0,success,738,738,738,118,118,118,115,115,115,0,0,0,26,26,26,0,0,0,24.5,24.5,24.5
browser-use,Allrecipes--42,C8,1,1.0,success,1039,1039,1039,120,120,120,117,117,117,0,0,0,33,33,33,0,0,0,41.8,41.8,41.8
browser-use,Allrecipes--43,C0,1,1.0,success,1253,1253,1253,135,135,135,132,132,132,0,0,0,0,0,0,0,0,0,44.9,44.9,44.9
browser-use,Allrecipes--43,C2,1,1.0,success,588,588,588,109,109,109,106,106,106,0,0,0,17,17,17,0,0,0,46.5,46.5,46.5
browser-use,Allrecipes--43,C5,1,1.0,success,553,553,553,16,16,16,15,15,15,0,0,0,0,0,0,0,0,0,64.8,64.8,64.8
browser-use,Allrecipes--43,C7,1,1.0,success,1234,1234,1234,123,123,123,120,120,120,0,0,0,44,44,44,0,0,0,43.7,43.7,43.7
browser-use,Allrecipes--43,C8,1,1.0,success,597,597,597,104,104,104,101,101,101,0,0,0,17,17,17,0,0,0,33.6,33.6,33.6
browser-use,Allrecipes--44,C0,1,1.0,success,534,534,534,105,105,105,102,102,102,0,0,0,0,0,0,0,0,0,32.3,32.3,32.3
browser-use,Allrecipes--44,C2,1,1.0,success,523,523,523,96,96,96,93,93,93,0,0,0,17,17,17,0,0,0,18.7,18.7,18.7
browser-use,Allrecipes--44,C5,1,1.0,success,701,701,701,33,33,33,32,32,32,0,0,0,0,0,0,0,0,0,66.5,66.5,66.5
browser-use,Allrecipes--44,C7,1,1.0,success,568,568,568,110,110,110,107,107,107,0,0,0,18,18,18,0,0,0,29.1,29.1,29.1
browser-use,Allrecipes--44,C8,1,1.0,success,520,520,520,108,108,108,105,105,105,0,0,0,18,18,18,0,0,0,26.2,26.2,26.2
browser-use,Allrecipes--5,C0,1,1.0,success,791,791,791,112,112,112,109,109,109,0,0,0,0,0,0,0,0,0,39.8,39.8,39.8
browser-use,Allrecipes--5,C2,1,1.0,success,66,66,66,10,10,10,10,10,10,0,0,0,4,4,4,0,0,0,55.1,55.1,55.1
browser-use,Allrecipes--5,C5,1,1.0,success,569,569,569,15,15,15,14,14,14,0,0,0,0,0,0,0,0,0,34.7,34.7,34.7
browser-use,Allrecipes--5,C7,1,1.0,success,50,50,50,11,11,11,11,11,11,0,0,0,5,5,5,0,0,0,37.8,37.8,37.8
browser-use,Allrecipes--5,C8,1,1.0,success,855,855,855,127,127,127,124,124,124,0,0,0,25,25,25,0,0,0,39.1,39.1,39.1
browser-use,Allrecipes--6,C0,1,1.0,success,1976,1976,1976,152,152,152,149,149,149,0,0,0,0,0,0,0,0,0,69.3,69.3,69.3
browser-use,Allrecipes--6,C2,1,1.0,success,836,836,836,115,115,115,112,112,112,0,0,0,17,17,17,0,0,0,54.8,54.8,54.8
browser-use,Allrecipes--6,C5,1,1.0,success,391,391,391,81,81,81,81,81,81,0,0,0,0,0,0,0,0,0,44.2,44.2,44.2
browser-use,Allrecipes--6,C7,1,1.0,success,93,93,93,12,12,12,11,11,11,0,0,0,4,4,4,0,0,0,29.3,29.3,29.3
browser-use,Allrecipes--6,C8,1,1.0,success,745,745,745,112,112,112,109,109,109,0,0,0,23,23,23,0,0,0,30.4,30.4,30.4
browser-use,Allrecipes--7,C0,1,1.0,success,1099,1099,1099,128,128,128,125,125,125,0,0,0,0,0,0,0,0,0,49.3,49.3,49.3
browser-use,Allrecipes--7,C2,1,1.0,success,126,126,126,15,15,15,14,14,14,0,0,0,10,10,10,0,0,0,72.3,72.3,72.3
browser-use,Allrecipes--7,C5,1,1.0,success,666,666,666,16,16,16,15,15,15,0,0,0,0,0,0,0,0,0,71.4,71.4,71.4
browser-use,Allrecipes--7,C7,1,1.0,success,143,143,143,16,16,16,15,15,15,0,0,0,4,4,4,0,0,0,71.1,71.1,71.1
browser-use,Allrecipes--7,C8,1,1.0,success,690,690,690,116,116,116,113,113,113,0,0,0,22,22,22,0,0,0,35.2,35.2,35.2
browser-use,Allrecipes--8,C0,1,1.0,success,807,807,807,123,123,123,120,120,120,0,0,0,0,0,0,0,0,0,26.9,26.9,26.9
browser-use,Allrecipes--8,C2,1,1.0,success,1075,1075,1075,130,130,130,127,127,127,0,0,0,29,29,29,0,0,0,43.4,43.4,43.4
browser-use,Allrecipes--8,C5,1,1.0,success,195,195,195,10,10,10,9,9,9,0,0,0,0,0,0,0,0,0,43.0,43.0,43.0
browser-use,Allrecipes--8,C7,1,1.0,success,895,895,895,127,127,127,124,124,124,0,0,0,25,25,25,0,0,0,33.6,33.6,33.6
browser-use,Allrecipes--8,C8,1,1.0,success,777,777,777,117,117,117,114,114,114,0,0,0,25,25,25,0,0,0,28.7,28.7,28.7
browser-use,Allrecipes--9,C0,1,1.0,success,1279,1279,1279,111,111,111,108,108,108,0,0,0,0,0,0,0,0,0,30.6,30.6,30.6
browser-use,Allrecipes--9,C2,1,1.0,success,107,107,107,13,13,13,12,12,12,0,0,0,4,4,4,0,0,0,78.5,78.5,78.5
browser-use,Allrecipes--9,C5,1,1.0,success,1042,1042,1042,34,34,34,33,33,33,0,0,0,0,0,0,0,0,0,79.5,79.5,79.5
browser-use,Allrecipes--9,C7,1,1.0,success,146,146,146,14,14,14,13,13,13,0,0,0,2,2,2,0,0,0,25.2,25.2,25.2
browser-use,Allrecipes--9,C8,1,1.0,success,83,83,83,12,12,12,11,11,11,3,3,3,3,3,3,0,0,0,61.6,61.6,61.6
browser-use,Amazon--0,C0,1,1.0,success,973,973,973,35,35,35,35,35,35,0,0,0,0,0,0,0,0,0,85.3,85.3,85.3
browser-use,Amazon--0,C2,1,1.0,success,140,140,140,15,15,15,14,14,14,0,0,0,4,4,4,0,0,0,26.1,26.1,26.1
browser-use,Amazon--0,C5,1,1.0,success,944,944,944,65,65,65,61,61,61,0,0,0,0,0,0,0,0,0,49.9,49.9,49.9
browser-use,Amazon--0,C7,1,1.0,success,94,94,94,11,11,11,10,10,10,0,0,0,5,5,5,0,0,0,28.8,28.8,28.8
browser-use,Amazon--0,C8,1,1.0,success,592,592,592,13,13,13,9,9,9,0,0,0,2,2,2,0,0,0,44.4,44.4,44.4
browser-use,Amazon--1,C0,1,1.0,success,1209,1209,1209,69,69,69,69,69,69,0,0,0,0,0,0,0,0,0,72.4,72.4,72.4
browser-use,Amazon--1,C2,1,1.0,success,618,618,618,13,13,13,9,9,9,0,0,0,2,2,2,0,0,0,48.4,48.4,48.4
browser-use,Amazon--1,C5,1,1.0,success,1307,1307,1307,69,69,69,65,65,65,0,0,0,0,0,0,0,0,0,54.2,54.2,54.2
browser-use,Amazon--1,C7,1,1.0,success,804,804,804,15,15,15,11,11,11,0,0,0,4,4,4,0,0,0,63.6,63.6,63.6
browser-use,Amazon--1,C8,1,1.0,success,648,648,648,15,15,15,11,11,11,0,0,0,2,2,2,0,0,0,47.1,47.1,47.1
browser-use,Amazon--10,C0,1,1.0,success,1054,1054,1054,52,52,52,48,48,48,0,0,0,0,0,0,0,0,0,56.1,56.1,56.1
browser-use,Amazon--10,C2,1,1.0,success,757,757,757,12,12,12,8,8,8,0,0,0,4,4,4,0,0,0,49.6,49.6,49.6
browser-use,Amazon--10,C5,1,1.0,success,1430,1430,1430,53,53,53,49,49,49,0,0,0,0,0,0,0,0,0,46.6,46.6,46.6
browser-use,Amazon--10,C7,1,1.0,success,1251,1251,1251,12,12,12,8,8,8,0,0,0,8,8,8,0,0,0,58.5,58.5,58.5
browser-use,Amazon--10,C8,1,1.0,success,851,851,851,13,13,13,9,9,9,0,0,0,3,3,3,0,0,0,46.4,46.4,46.4
browser-use,Amazon--11,C0,1,1.0,success,803,803,803,54,54,54,50,50,50,0,0,0,0,0,0,0,0,0,50.8,50.8,50.8
browser-use,Amazon--11,C2,1,1.0,success,717,717,717,13,13,13,9,9,9,0,0,0,2,2,2,0,0,0,58.2,58.2,58.2
browser-use,Amazon--11,C5,1,1.0,success,913,913,913,61,61,61,57,57,57,0,0,0,0,0,0,0,0,0,57.6,57.6,57.6
browser-use,Amazon--11,C7,1,1.0,success,711,711,711,15,15,15,11,11,11,0,0,0,2,2,2,0,0,0,53.7,53.7,53.7
browser-use,Amazon--11,C8,1,1.0,success,724,724,724,15,15,15,11,11,11,0,0,0,2,2,2,0,0,0,53.3,53.3,53.3
browser-use,Amazon--12,C0,1,1.0,success,910,910,910,51,51,51,47,47,47,0,0,0,0,0,0,0,0,0,33.7,33.7,33.7
browser-use,Amazon--12,C2,1,1.0,success,823,823,823,13,13,13,9,9,9,0,0,0,3,3,3,0,0,0,37.4,37.4,37.4
browser-use,Amazon--12,C5,1,1.0,success,974,974,974,56,56,56,51,51,51,0,0,0,0,0,0,0,0,0,42.0,42.0,42.0
browser-use,Amazon--12,C7,1,1.0,success,834,834,834,13,13,13,9,9,9,0,0,0,3,3,3,0,0,0,40.6,40.6,40.6
browser-use,Amazon--12,C8,1,1.0,success,886,886,886,16,16,16,12,12,12,0,0,0,3,3,3,0,0,0,36.8,36.8,36.8
browser-use,Amazon--13,C0,1,1.0,success,933,933,933,52,52,52,48,48,48,0,0,0,0,0,0,0,0,0,60.9,60.9,60.9
browser-use,Amazon--13,C2,1,1.0,success,806,806,806,14,14,14,10,10,10,0,0,0,4,4,4,0,0,0,64.5,64.5,64.5
browser-use,Amazon--13,C5,1,1.0,success,833,833,833,59,59,59,55,55,55,0,0,0,0,0,0,0,0,0,55.7,55.7,55.7
browser-use,Amazon--13,C7,1,1.0,success,991,991,991,15,15,15,11,11,11,0,0,0,3,3,3,0,0,0,49.7,49.7,49.7
browser-use,Amazon--13,C8,1,1.0,success,774,774,774,15,15,15,11,11,11,0,0,0,3,3,3,0,0,0,62.1,62.1,62.1
browser-use,Amazon--14,C0,1,1.0,success,765,765,765,51,51,51,47,47,47,0,0,0,0,0,0,0,0,0,50.5,50.5,50.5
browser-use,Amazon--14,C2,1,1.0,success,672,672,672,13,13,13,9,9,9,0,0,0,4,4,4,0,0,0,47.2,47.2,47.2
browser-use,Amazon--14,C5,1,1.0,success,996,996,996,55,55,55,51,51,51,0,0,0,0,0,0,0,0,0,58.7,58.7,58.7
browser-use,Amazon--14,C7,1,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
browser-use,Amazon--14,C8,1,1.0,success,920,920,920,13,13,13,9,9,9,0,0,0,4,4,4,0,0,0,45.1,45.1,45.1
browser-use,Amazon--15,C0,1,1.0,success,913,913,913,52,52,52,48,48,48,0,0,0,0,0,0,0,0,0,57.5,57.5,57.5
browser-use,Amazon--15,C2,1,1.0,success,990,990,990,13,13,13,9,9,9,0,0,0,3,3,3,0,0,0,41.5,41.5,41.5
browser-use,Amazon--15,C5,1,1.0,success,789,789,789,54,54,54,50,50,50,0,0,0,0,0,0,0,0,0,56.0,56.0,56.0
browser-use,Amazon--15,C7,1,1.0,success,786,786,786,14,14,14,10,10,10,0,0,0,4,4,4,0,0,0,64.8,64.8,64.8
browser-use,Amazon--15,C8,1,1.0,success,704,704,704,14,14,14,9,9,9,0,0,0,2,2,2,0,0,0,51.0,51.0,51.0
browser-use,Amazon--16,C0,1,1.0,success,1125,1125,1125,66,66,66,62,62,62,0,0,0,0,0,0,0,0,0,63.3,63.3,63.3
browser-use,Amazon--16,C2,1,1.0,success,52,52,52,10,10,10,9,9,9,0,0,0,4,4,4,0,0,0,73.5,73.5,73.5
browser-use,Amazon--16,C5,1,1.0,success,754,754,754,61,61,61,57,57,57,0,0,0,0,0,0,0,0,0,41.9,41.9,41.9
browser-use,Amazon--16,C7,1,1.0,success,104,104,104,11,11,11,10,10,10,0,0,0,4,4,4,0,0,0,77.9,77.9,77.9
browser-use,Amazon--16,C8,1,1.0,success,984,984,984,16,16,16,12,12,12,0,0,0,5,5,5,0,0,0,53.5,53.5,53.5
browser-use,Amazon--17,C0,1,1.0,success,636,636,636,54,54,54,50,50,50,0,0,0,0,0,0,0,0,0,64.5,64.5,64.5
browser-use,Amazon--17,C2,1,1.0,success,618,618,618,15,15,15,11,11,11,0,0,0,2,2,2,0,0,0,51.5,51.5,51.5
browser-use,Amazon--17,C5,1,1.0,success,749,749,749,60,60,60,56,56,56,0,0,0,0,0,0,0,0,0,48.6,48.6,48.6
browser-use,Amazon--17,C7,1,1.0,success,576,576,576,13,13,13,9,9,9,0,0,0,2,2,2,0,0,0,62.2,62.2,62.2
browser-use,Amazon--17,C8,1,1.0,success,635,635,635,15,15,15,11,11,11,0,0,0,5,5,5,0,0,0,61.0,61.0,61.0
browser-use,Amazon--18,C0,1,1.0,success,713,713,713,44,44,44,41,41,41,0,0,0,0,0,0,0,0,0,28.3,28.3,28.3
browser-use,Amazon--18,C2,1,1.0,success,591,591,591,12,12,12,9,9,9,0,0,0,2,2,2,0,0,0,32.2,32.2,32.2
browser-use,Amazon--18,C5,1,1.0,success,567,567,567,52,52,52,49,49,49,0,0,0,0,0,0,0,0,0,27.1,27.1,27.1
browser-use,Amazon--18,C7,1,1.0,success,583,583,583,14,14,14,11,11,11,0,0,0,2,2,2,0,0,0,30.2,30.2,30.2
browser-use,Amazon--18,C8,1,1.0,success,600,600,600,12,12,12,9,9,9,0,0,0,2,2,2,0,0,0,21.7,21.7,21.7
browser-use,Amazon--19,C0,1,1.0,success,881,881,881,45,45,45,42,42,42,0,0,0,0,0,0,0,0,0,51.5,51.5,51.5
browser-use,Amazon--19,C2,1,1.0,success,478,478,478,15,15,15,12,12,12,0,0,0,2,2,2,0,0,0,56.0,56.0,56.0
browser-use,Amazon--19,C5,1,1.0,success,445,445,445,54,54,54,50,50,50,0,0,0,0,0,0,0,0,0,54.1,54.1,54.1
browser-use,Amazon--19,C7,1,1.0,success,180,180,180,13,13,13,10,10,10,0,0,0,1,1,1,0,0,0,33.7,33.7,33.7
browser-use,Amazon--19,C8,1,1.0,success,968,968,968,13,13,13,9,9,9,0,0,0,6,6,6,0,0,0,51.4,51.4,51.4
browser-use,Amazon--2,C0,1,1.0,success,1001,1001,1001,36,36,36,36,36,36,0,0,0,0,0,0,0,0,0,62.4,62.4,62.4
browser-use,Amazon--2,C2,1,1.0,success,108,108,108,13,13,13,12,12,12,0,0,0,4,4,4,0,0,0,77.9,77.9,77.9
browser-use,Amazon--2,C5,1,1.0,success,303,303,303,29,29,29,29,29,29,0,0,0,0,0,0,0,0,0,49.2,49.2,49.2
browser-use,Amazon--2,C7,1,1.0,success,105,105,105,13,13,13,12,12,12,0,0,0,4,4,4,0,0,0,39.7,39.7,39.7
browser-use,Amazon--2,C8,1,1.0,success,448,448,448,35,35,35,35,35,35,0,0,0,2,2,2,0,0,0,42.3,42.3,42.3
browser-use,Amazon--20,C0,1,1.0,success,799,799,799,54,54,54,50,50,50,0,0,0,0,0,0,0,0,0,55.2,55.2,55.2
browser-use,Amazon--20,C2,1,1.0,success,854,854,854,19,19,19,14,14,14,0,0,0,3,3,3,0,0,0,55.1,55.1,55.1
browser-use,Amazon--20,C5,1,1.0,success,709,709,709,59,59,59,55,55,55,0,0,0,0,0,0,0,0,0,43.7,43.7,43.7
browser-use,Amazon--20,C7,1,1.0,success,611,611,611,12,12,12,8,8,8,0,0,0,3,3,3,0,0,0,56.3,56.3,56.3
browser-use,Amazon--20,C8,1,1.0,success,892,892,892,17,17,17,12,12,12,0,0,0,3,3,3,0,0,0,58.8,58.8,58.8
browser-use,Amazon--21,C0,1,1.0,success,809,809,809,52,52,52,48,48,48,0,0,0,0,0,0,0,0,0,66.0,66.0,66.0
browser-use,Amazon--21,C2,1,1.0,success,714,714,714,17,17,17,12,12,12,0,0,0,4,4,4,0,0,0,58.0,58.0,58.0
browser-use,Amazon--21,C5,1,1.0,success,964,964,964,59,59,59,54,54,54,0,0,0,0,0,0,0,0,0,46.4,46.4,46.4
browser-use,Amazon--21,C7,1,1.0,success,916,916,916,12,12,12,8,8,8,0,0,0,4,4,4,0,0,0,48.9,48.9,48.9
browser-use,Amazon--21,C8,1,1.0,success,725,725,725,15,15,15,11,11,11,0,0,0,3,3,3,0,0,0,59.4,59.4,59.4
browser-use,Amazon--22,C0,1,1.0,success,1251,1251,1251,52,52,52,48,48,48,0,0,0,0,0,0,0,0,0,64.5,64.5,64.5
browser-use,Amazon--22,C2,1,1.0,success,799,799,799,14,14,14,9,9,9,0,0,0,3,3,3,0,0,0,44.3,44.3,44.3
browser-use,Amazon--22,C5,1,1.0,success,937,937,937,62,62,62,57,57,57,0,0,0,0,0,0,0,0,0,53.5,53.5,53.5
browser-use,Amazon--22,C7,1,1.0,success,951,951,951,13,13,13,9,9,9,0,0,0,3,3,3,0,0,0,52.4,52.4,52.4
browser-use,Amazon--22,C8,1,1.0,success,792,792,792,16,16,16,11,11,11,0,0,0,3,3,3,0,0,0,38.3,38.3,38.3
browser-use,Amazon--23,C0,1,1.0,success,1258,1258,1258,55,55,55,50,50,50,0,0,0,0,0,0,0,0,0,58.6,58.6,58.6
browser-use,Amazon--23,C2,1,1.0,success,665,665,665,13,13,13,9,9,9,0,0,0,2,2,2,0,0,0,56.3,56.3,56.3
browser-use,Amazon--23,C5,1,1.0,success,1364,1364,1364,58,58,58,54,54,54,0,0,0,0,0,0,0,0,0,76.4,76.4,76.4
browser-use,Amazon--23,C7,1,1.0,success,1440,1440,1440,16,16,16,12,12,12,0,0,0,6,6,6,0,0,0,74.5,74.5,74.5
browser-use,Amazon--23,C8,1,1.0,success,894,894,894,13,13,13,9,9,9,0,0,0,3,3,3,0,0,0,55.2,55.2,55.2
browser-use,Amazon--24,C0,1,1.0,success,899,899,899,55,55,55,51,51,51,0,0,0,0,0,0,0,0,0,34.6,34.6,34.6
browser-use,Amazon--24,C2,1,1.0,success,742,742,742,13,13,13,9,9,9,0,0,0,3,3,3,0,0,0,48.9,48.9,48.9
browser-use,Amazon--24,C5,1,1.0,success,1083,1083,1083,55,55,55,51,51,51,0,0,0,0,0,0,0,0,0,51.1,51.1,51.1
browser-use,Amazon--24,C7,1,1.0,success,804,804,804,13,13,13,9,9,9,0,0,0,3,3,3,0,0,0,38.6,38.6,38.6
browser-use,Amazon--24,C8,1,1.0,success,567,567,567,13,13,13,9,9,9,0,0,0,2,2,2,0,0,0,54.3,54.3,54.3
browser-use,Amazon--25,C0,1,1.0,success,730,730,730,53,53,53,49,49,49,0,0,0,0,0,0,0,0,0,64.2,64.2,64.2
browser-use,Amazon--25,C2,1,1.0,success,976,976,976,13,13,13,9,9,9,0,0,0,3,3,3,0,0,0,42.7,42.7,42.7
browser-use,Amazon--25,C5,1,1.0,success,717,717,717,57,57,57,53,53,53,0,0,0,0,0,0,0,0,0,59.4,59.4,59.4
browser-use,Amazon--25,C7,1,1.0,success,666,666,666,15,15,15,11,11,11,0,0,0,2,2,2,0,0,0,50.4,50.4,50.4
browser-use,Amazon--25,C8,1,1.0,success,690,690,690,15,15,15,11,11,11,0,0,0,2,2,2,0,0,0,53.8,53.8,53.8
browser-use,Amazon--26,C0,1,1.0,success,1019,1019,1019,54,54,54,50,50,50,0,0,0,0,0,0,0,0,0,57.6,57.6,57.6
browser-use,Amazon--26,C2,1,1.0,success,1014,1014,1014,15,15,15,11,11,11,0,0,0,5,5,5,0,0,0,53.2,53.2,53.2
browser-use,Amazon--26,C5,1,1.0,success,690,690,690,50,50,50,46,46,46,0,0,0,0,0,0,0,0,0,55.9,55.9,55.9
browser-use,Amazon--26,C7,1,1.0,success,866,866,866,17,17,17,12,12,12,0,0,0,3,3,3,0,0,0,56.2,56.2,56.2
browser-use,Amazon--26,C8,1,1.0,success,831,831,831,19,19,19,14,14,14,0,0,0,3,3,3,0,0,0,38.0,38.0,38.0
browser-use,Amazon--27,C0,1,1.0,success,926,926,926,52,52,52,48,48,48,0,0,0,0,0,0,0,0,0,54.9,54.9,54.9
browser-use,Amazon--27,C2,1,1.0,success,645,645,645,15,15,15,11,11,11,0,0,0,3,3,3,0,0,0,47.9,47.9,47.9
browser-use,Amazon--27,C5,1,1.0,success,674,674,674,58,58,58,54,54,54,0,0,0,0,0,0,0,0,0,47.8,47.8,47.8
browser-use,Amazon--27,C7,1,1.0,success,785,785,785,13,13,13,8,8,8,0,0,0,4,4,4,0,0,0,59.8,59.8,59.8
browser-use,Amazon--27,C8,1,1.0,success,795,795,795,14,14,14,9,9,9,0,0,0,4,4,4,0,0,0,41.2,41.2,41.2
browser-use,Amazon--28,C0,1,1.0,success,923,923,923,54,54,54,50,50,50,0,0,0,0,0,0,0,0,0,42.6,42.6,42.6
browser-use,Amazon--28,C2,1,1.0,success,783,783,783,13,13,13,9,9,9,0,0,0,3,3,3,0,0,0,38.9,38.9,38.9
browser-use,Amazon--28,C5,1,1.0,success,895,895,895,57,57,57,52,52,52,0,0,0,0,0,0,0,0,0,39.9,39.9,39.9
browser-use,Amazon--28,C7,1,1.0,success,782,782,782,12,12,12,8,8,8,0,0,0,4,4,4,0,0,0,37.7,37.7,37.7
browser-use,Amazon--28,C8,1,1.0,success,780,780,780,16,16,16,11,11,11,0,0,0,3,3,3,0,0,0,40.8,40.8,40.8
browser-use,Amazon--29,C0,1,1.0,success,934,934,934,51,51,51,47,47,47,0,0,0,0,0,0,0,0,0,60.1,60.1,60.1
browser-use,Amazon--29,C2,1,1.0,success,890,890,890,13,13,13,9,9,9,0,0,0,4,4,4,0,0,0,55.1,55.1,55.1
browser-use,Amazon--29,C5,1,1.0,success,809,809,809,61,61,61,57,57,57,0,0,0,0,0,0,0,0,0,59.4,59.4,59.4
browser-use,Amazon--29,C7,1,1.0,success,835,835,835,13,13,13,9,9,9,0,0,0,4,4,4,0,0,0,57.4,57.4,57.4
browser-use,Amazon--29,C8,1,0.0,agent_error,1102,1102,1102,15,15,15,11,11,11,0,0,0,5,5,5,0,0,0,84.6,84.6,84.6
browser-use,Amazon--3,C0,1,1.0,success,791,791,791,59,59,59,55,55,55,0,0,0,0,0,0,0,0,0,69.2,69.2,69.2
browser-use,Amazon--3,C2,1,1.0,success,674,674,674,17,17,17,13,13,13,0,0,0,2,2,2,0,0,0,49.3,49.3,49.3
browser-use,Amazon--3,C5,1,1.0,success,90,90,90,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,73.8,73.8,73.8
browser-use,Amazon--3,C7,1,1.0,success,98,98,98,15,15,15,14,14,14,0,0,0,5,5,5,0,0,0,31.0,31.0,31.0
browser-use,Amazon--3,C8,1,1.0,success,16,16,16,7,7,7,6,6,6,0,0,0,3,3,3,0,0,0,26.6,26.6,26.6
